1024	0.016378	0.001281
1024	0.013791	0.001345
1024	0.012455	0.001305
1024	0.013772	0.001227
1024	0.012518	0.001330
1024	0.013522	0.001461
1024	0.012521	0.001225
1024	0.012144	0.001225
1024	0.013672	0.001239
1024	0.012605	0.001255
1024	0.012397	0.001248
1024	0.013024	0.001224
1024	0.012755	0.001388
1024	0.012975	0.001271
1024	0.012530	0.001222
2048	0.055367	0.005046
2048	0.060783	0.005265
2048	0.061250	0.005257
2048	0.062264	0.006451
2048	0.059422	0.005416
2048	0.062590	0.005504
2048	0.063843	0.005264
2048	0.066128	0.005212
2048	0.061278	0.005303
2048	0.065385	0.005288
2048	0.063062	0.005323
2048	0.062417	0.005240
2048	0.055464	0.005211
2048	0.056745	0.005220
2048	0.057243	0.005324
3072	0.146324	0.011690
3072	0.129729	0.011571
3072	0.133626	0.011821
3072	0.137110	0.011728
3072	0.134432	0.011931
3072	0.155916	0.011850
3072	0.135172	0.011888
3072	0.145737	0.011925
3072	0.153231	0.011662
3072	0.159574	0.011457
3072	0.168088	0.011694
3072	0.131099	0.011787
3072	0.128981	0.011857
3072	0.148164	0.011952
3072	0.153824	0.011898
4096	0.363113	0.021128
4096	0.353169	0.021027
4096	0.369540	0.020892
4096	0.355139	0.021090
4096	0.351638	0.021693
4096	0.299159	0.021019
4096	0.348073	0.020981
4096	0.354524	0.021093
4096	0.345128	0.020922
4096	0.353897	0.020772
4096	0.302880	0.021070
4096	0.300517	0.020884
4096	0.300384	0.021144
4096	0.360406	0.021226
4096	0.302646	0.021076
5120	0.566122	0.033101
5120	0.542617	0.032555
5120	0.446871	0.032806
5120	0.536899	0.032874
5120	0.437876	0.032554
5120	0.439450	0.032947
5120	0.537820	0.032675
5120	0.442633	0.032679
5120	0.533265	0.032977
5120	0.558599	0.032625
5120	0.535114	0.032878
5120	0.542628	0.032592
5120	0.545859	0.033075
5120	0.433428	0.032806
5120	0.526855	0.032791
6144	0.794573	0.049097
6144	0.815418	0.047658
6144	0.815421	0.047092
6144	0.856086	0.047056
6144	0.827826	0.047083
6144	0.818947	0.047399
6144	0.653741	0.047380
6144	0.671948	0.047253
6144	0.660389	0.052254
6144	0.670358	0.047125
6144	0.791152	0.047117
6144	0.835986	0.047196
6144	0.788488	0.047407
6144	0.822834	0.047397
6144	0.652371	0.052086
7168	0.932789	0.064269
7168	0.913181	0.065186
7168	0.927422	0.064996
7168	0.921643	0.064424
7168	0.920135	0.064739
7168	0.925643	0.064409
7168	0.914439	0.064020
7168	0.907701	0.064224
7168	1.165665	0.064216
7168	1.175482	0.064532
7168	0.930663	0.064077
7168	0.942527	0.063951
7168	0.913064	0.064647
7168	1.127079	0.064075
7168	0.912865	0.064398
8192	1.853699	0.085937
8192	1.664758	0.083891
8192	1.573818	0.083862
8192	1.704669	0.083828
8192	1.430439	0.084443
8192	1.653136	0.084887
8192	1.685874	0.083801
8192	1.364345	0.084451
8192	1.641497	0.084009
8192	1.700645	0.084115
8192	1.445200	0.083901
8192	1.671367	0.083890
8192	1.394050	0.083537
8192	1.464039	0.084008
8192	1.631206	0.084065
9216	1.882059	0.107002
9216	1.657341	0.106953
9216	1.591435	0.106518
9216	1.628274	0.106302
9216	1.775000	0.106876
9216	2.036849	0.106067
9216	2.073379	0.106476
9216	1.979937	0.106798
9216	1.602004	0.106189
9216	1.595351	0.105933
9216	1.603232	0.106773
9216	1.978512	0.106489
9216	1.640364	0.109016
9216	2.043003	0.105733
9216	2.000425	0.106562
10240	2.517302	0.130767
10240	2.022077	0.131483
10240	2.023085	0.131861
10240	2.582770	0.131745
10240	2.500362	0.131295
10240	2.588463	0.131029
10240	2.015445	0.131372
10240	2.099142	0.131206
10240	2.003605	0.131379
10240	2.005472	0.131529
10240	2.093438	0.130970
10240	2.030214	0.132072
10240	2.472703	0.130804
10240	2.531086	0.131270
10240	1.998518	0.131008
11264	3.152076	0.158759
11264	3.239147	0.158663
11264	2.601934	0.159451
11264	3.274290	0.160286
11264	2.562560	0.159701
11264	2.569736	0.158842
11264	2.605200	0.158998
11264	3.270594	0.158826
11264	2.587240	0.158811
11264	3.172378	0.158668
11264	3.241024	0.158961
11264	2.621649	0.159397
11264	2.588581	0.159769
11264	2.532149	0.159880
11264	3.272918	0.158673
12288	4.229226	0.190268
12288	3.490710	0.192318
12288	4.130460	0.193326
12288	3.449871	0.190275
12288	4.139414	0.190189
12288	3.255428	0.189744
12288	3.379065	0.189441
12288	4.200813	0.190232
12288	3.588880	0.194863
12288	3.246804	0.189480
12288	3.433116	0.189419
12288	4.207828	0.189552
12288	4.225488	0.188998
12288	4.168871	0.189506
12288	3.420205	0.190443
13312	5.103517	0.223510
13312	4.019596	0.222838
13312	4.153700	0.223345
13312	5.064730	0.222334
13312	5.052369	0.223518
13312	4.913351	0.222301
13312	4.999082	0.222811
13312	4.119397	0.222486
13312	4.960143	0.222204
13312	3.992445	0.224245
13312	5.030013	0.225613
13312	5.039639	0.228156
13312	4.071145	0.224961
13312	4.844756	0.221977
13312	4.026510	0.223646
14336	5.689628	0.269122
14336	5.642977	0.258730
14336	5.707278	0.258427
14336	5.745243	0.257617
14336	5.942940	0.259541
14336	4.786748	0.258366
14336	4.701030	0.266636
14336	4.866118	0.260692
14336	5.900771	0.259075
14336	5.995675	0.257840
14336	5.642918	0.257374
14336	5.961746	0.258198
14336	5.782776	0.256853
14336	4.729573	0.257109
14336	5.731699	0.257081
15360	6.721543	0.295387
15360	5.445835	0.298697
15360	6.771435	0.294871
15360	5.630861	0.296244
15360	6.870999	0.296293
15360	5.596847	0.296910
15360	6.798671	0.296359
15360	6.685461	0.298962
15360	5.497128	0.296370
15360	6.755680	0.296470
15360	5.623411	0.297586
15360	6.874415	0.299349
15360	7.057350	0.299158
15360	5.916821	0.311501
15360	5.744368	0.298330
16384	12.298561	0.330689
16384	12.509480	0.331378
16384	12.501717	0.360780
16384	12.412363	0.367992
16384	13.182119	0.387839
16384	13.281661	0.354906
16384	12.775693	0.336784
16384	12.131836	0.338136
16384	13.130435	0.337073
16384	13.254062	0.337091
16384	12.245269	0.414585
16384	12.312679	0.337478
16384	13.131346	0.336132
16384	13.038894	0.337389
16384	11.300997	0.337830
